Date,Price,open,high,low,volume,Change %,close,future_returns,signal,pct_change5,pct_change,Open-Close,Close-High,Close-Low,macd,macdsignal,macdhist,rsi,upper_band,middle_band,lower_band
2015-09-23,30543.17,30426.78,30560.93,30425.31,466940000.0,0.0038,30543.17,-0.09986029609893143,2,,,-124.70999999999913,-24.010000000002037,128.9399999999987,,,,,,,
2016-08-30,27493.12,27368.41,27517.13,27364.18,230130000.0,0.0046,27493.12,0.0038522364868009973,1,,-0.09986029609893143,-105.90999999999985,-13.100000000002183,111.82999999999811,,,,,,,
2016-08-31,27599.03,27493.12,27612.13,27487.2,262610000.0,0.0039000000000000003,27599.03,0.029743436635273124,1,,0.0038522364868009973,-820.8899999999994,-1.3500000000021828,820.8899999999994,,,,,,,
2016-09-01,28419.92,27599.03,28421.27,27599.03,229230000.0,0.0297,28419.92,-0.023337504116830776,2,,0.029743436635273124,663.25,-731.3300000000017,11.909999999999854,,,,,,,
2016-09-02,27756.67,28419.92,28488.0,27744.76,309450000.0,-0.0233,27756.67,-0.001785156504724772,2,,-0.023337504116830776,49.54999999999927,-79.63000000000102,27.700000000000728,,,,,,,
2016-09-05,27707.12,27756.67,27786.75,27679.42,195020000.0,-0.0018,27707.12,-0.007337825078896576,2,-0.09285381969193107,-0.001785156504724772,203.30999999999767,-203.30999999999767,0.0,,,,,,,
2016-09-06,27503.81,27707.12,27707.12,27503.81,176770000.0,-0.0073,27503.81,0.0006839052480365204,1,0.00038882454956001844,-0.007337825078896576,-18.86999999999898,-6.350000000002183,156.84999999999854,,,,,,,
2016-09-07,27522.62,27503.75,27528.97,27365.77,295660000.0,0.0007000000000000001,27522.62,0.001870098122925823,1,-0.0027685755622570696,0.0006839052480365204,-51.470000000001164,-0.680000000000291,128.6899999999987,,,,,,,
2016-09-08,27574.09,27522.62,27574.77,27445.4,242740000.0,0.0019,27574.09,0.00012439213769166457,1,-0.029761871250869043,0.001870098122925823,-3.430000000000291,-33.79000000000087,19.86999999999898,,,,,,,
2016-09-09,27577.52,27574.09,27611.31,27557.65,272850000.0,0.0001,27577.52,0.0023428502635480797,1,-0.006454304496900987,0.00012439213769166457,-64.61000000000058,0.0,100.65000000000146,,,,,,,
2016-09-14,27642.13,27577.52,27642.13,27541.48,182300000.0,0.0023,27642.13,0.003012430662904686,1,-0.0023456064722713332,0.0023428502635480797,-83.27000000000044,-22.639999999999418,92.02000000000044,,,,,,,
2016-09-15,27725.4,27642.13,27748.04,27633.38,200290000.0,0.003,27725.4,0.0047999307494210885,1,0.008056701962382729,0.003012430662904686,-133.0799999999981,-0.08000000000174623,196.86000000000058,,,,,,,
2016-09-16,27858.48,27725.4,27858.56,27661.62,228930000.0,0.0048,27858.48,-0.0006658654743546544,2,0.012203053343031955,0.0047999307494210885,18.549999999999272,-209.13999999999942,28.779999999998836,,,,,,,
2016-09-19,27839.93,27858.48,28049.07,27811.15,328200000.0,-0.0007000000000000001,27839.93,0.013290263301667826,1,0.009640934660037681,-0.0006658654743546544,-370.0,-15.599999999998545,370.84000000000015,,,,,,,
2016-09-20,28209.93,27839.93,28225.53,27839.09,231460000.0,0.013300000000000001,28209.93,0.00016448108875133371,1,0.022932083813192783,0.013290263301667826,-4.639999999999418,-25.06999999999971,52.659999999999854,,,,29.301228846488215,,,
2016-09-21,28214.57,28209.93,28239.64,28161.91,225100000.0,0.0002,28214.57,-0.0017065650832176482,2,0.020708968520153803,0.00016448108875133371,48.150000000001455,-125.59000000000015,28.75,,,,29.36385342393089,,,
2016-09-22,28166.42,28214.57,28292.01,28137.67,410060000.0,-0.0017000000000000001,28166.42,0.002864758815639412,1,0.01590671369935137,-0.0017065650832176482,-80.69000000000233,-56.32999999999811,106.97000000000116,,,,29.076026777419038,,,
2016-09-23,28247.11,28166.42,28303.44,28140.14,265070000.0,0.0029,28247.11,0.0005681997202544586,1,0.013950150905577052,0.002864758815639412,-16.090000000000146,-27.080000000001746,24.200000000000728,,,,30.308858039043507,,,
2016-09-26,28263.16,28247.07,28290.24,28238.96,249770000.0,0.0006,28263.16,-0.0005059589939695464,2,0.01520226523558077,0.0005681997202544586,14.299999999999272,-20.209999999999127,74.79000000000087,,,,30.56738990306167,,,
2016-09-27,28248.86,28263.16,28269.07,28174.07,294910000.0,-0.0005,28248.86,-0.0004470976881899569,2,0.0013800105140282515,-0.0005059589939695464,12.630000000001019,-16.7400000000016,74.27999999999884,,,,30.45897289077481,29317.084690971664,28005.653,26694.221309028333
2016-09-28,28236.23,28248.86,28252.97,28161.95,159050000.0,-0.0004,28236.23,0.0004012575333181001,1,0.000767688467341543,-0.0004470976881899569,-11.330000000001746,-51.68000000000029,78.71000000000276,,,,30.356562583877416,28514.379716781732,27890.305999999993,27266.232283218254
2016-09-29,28247.56,28236.23,28299.24,28168.85,170370000.0,0.0004,28247.56,0.0031096491165962803,1,0.0028807352869126834,0.0004012575333181001,-87.84000000000015,0.0,427.83000000000175,,,,30.582044374675593,28542.642470399627,27928.028,27313.41352960037
2016-09-30,28335.4,28247.56,28335.4,27907.57,217810000.0,0.0031,28335.4,-0.0018143382482689319,2,0.0031256294891761627,0.0031096491165962803,51.409999999999854,-62.0099999999984,66.14000000000306,,,,32.40916077616492,28584.41973371165,27964.846499999996,27345.273266288343
2016-10-04,28283.99,28335.4,28346.0,28217.85,198100000.0,-0.0018,28283.99,-0.009708319087936346,2,0.0007370018072996309,-0.0018143382482689319,268.52999999999884,-272.7599999999984,28.010000000002037,,,,31.88028155439117,28560.244618807777,27958.049999999996,27355.855381192214
2016-10-05,28009.4,28277.93,28282.16,27981.39,187160000.0,-0.0097,28009.4,0.0006137225360056675,1,-0.008476802249719029,-0.009708319087936346,-17.18999999999869,-38.590000000000146,90.02999999999884,,,,29.14458230145054,28566.015163859953,27970.686499999993,27375.357836140032
2016-10-06,28026.59,28009.4,28065.18,27936.56,348800000.0,0.0006,28026.59,-0.006828158545152951,2,-0.0074245039086308084,0.0006137225360056675,196.6800000000003,-207.86000000000058,22.830000000001746,,,,29.552140700199935,28569.864241652846,27986.659999999993,27403.45575834714
2016-10-07,27835.22,28031.9,28043.08,27812.39,200840000.0,-0.0068000000000000005,27835.22,0.0032379841079035465,1,-0.014597366993821748,-0.006828158545152951,-90.12999999999738,-27.960000000002765,116.46999999999753,,,,27.645684649335017,28548.195500547637,28003.230499999987,27458.265499452336
