Date,Price,open,high,low,volume,Change %,close
2016-11-21,25505.91,25537.54,25537.77,25486.53,112440000.0,-0.0012,25505.91
2016-11-22,25462.28,25499.0,25499.0,25426.12,120930000.0,-0.0017000000000000001,25462.28
2016-11-23,25517.0,25461.34,25541.06,25427.04,165720000.0,0.0021,25517.0
2016-11-24,25490.7,25517.0,25523.13,25465.67,97140000.0,-0.001,25490.7
2016-11-25,25333.39,25490.7,25501.92,25312.28,144160000.0,-0.0062,25333.39
2016-11-28,25318.41,25330.87,25358.67,25273.71,202430000.0,-0.0006,25318.41
2016-11-29,25233.42,25318.41,25318.41,25188.2,511580000.0,-0.0034000000000000002,25233.42
2016-11-30,25241.63,25233.42,25362.12,25198.36,414130000.0,0.0003,25241.63
2016-12-01,25265.08,25241.63,25267.75,25212.02,773870000.0,0.0009,25265.08
2016-12-02,25740.83,25265.08,25926.12,25154.17,576380000.0,0.018799999999999997,25740.83
2016-12-05,25743.03,25740.83,25845.35,25706.17,175050000.0,0.0001,25743.03
2016-12-06,25671.23,25743.03,25807.65,25664.94,189400000.0,-0.0028000000000000004,25671.23
2016-12-07,25673.8,25671.23,25746.46,25669.87,255730000.0,0.0001,25673.8
2016-12-08,25739.18,25673.8,25809.18,25638.37,166000000.0,0.0025,25739.18
2016-12-09,25817.69,25739.18,25817.69,25684.15,108520000.0,0.0031,25817.69
2016-12-13,26071.16,25817.69,26071.21,25817.69,376700000.0,0.0098,26071.16
2016-12-14,26407.64,26071.16,26407.64,26068.56,205330000.0,0.0129,26407.64
2016-12-15,26559.01,26407.64,26578.78,26363.99,199980000.0,0.005699999999999999,26559.01
2016-12-16,26707.1,26559.01,26722.77,26413.42,874340000.0,0.005600000000000001,26707.1
2016-12-19,26586.56,26707.1,26707.1,26543.01,262899999.99999997,-0.0045000000000000005,26586.56
2016-12-20,26540.87,26586.56,26602.42,26509.7,248710000.0,-0.0017000000000000001,26540.87
2016-12-21,26418.11,26529.94,26529.94,26395.79,421180000.0,-0.0046,26418.11
2016-12-22,26464.82,26418.11,26490.12,26415.92,188680000.0,0.0018,26464.82
2016-12-23,26486.02,26464.82,26642.26,26431.77,138910000.0,0.0008,26486.02
2016-12-28,26688.25,26488.95,26701.53,26488.95,130639999.99999999,0.0076,26688.25
2016-12-29,26782.93,26688.25,26790.54,26648.64,116890000.0,0.0034999999999999996,26782.93
2016-12-30,26874.62,26782.93,26874.62,26704.01,106300000.0,0.0034000000000000002,26874.62
2017-01-03,26616.89,26874.62,26874.62,26574.27,106430000.0,-0.0096,26616.89
2017-01-04,26495.04,26616.89,26648.35,26492.45,62090000.0,-0.0046,26495.04
2017-01-05,26212.09,26495.04,26623.98,26212.09,137690000.0,-0.010700000000000001,26212.09
2017-01-06,26251.39,26212.09,26285.49,26203.89,210210000.0,0.0015,26251.39
2017-01-09,26580.22,26251.39,26580.22,26244.67,209020000.0,0.0125,26580.22
2017-01-10,26346.24,26580.22,26628.85,26338.81,279340000.0,-0.0088,26346.24
2017-01-11,26385.8,26346.24,26411.21,26325.21,197450000.0,0.0015,26385.8
2017-01-12,26330.39,26385.8,26414.92,26305.65,179330000.0,-0.0021,26330.39
2017-01-13,26325.93,26330.15,26350.33,26278.04,148570000.0,-0.0002,26325.93
2017-01-16,26373.83,26325.93,26378.56,26325.93,174000000.0,0.0018,26373.83
2017-01-17,26278.2,26373.83,26375.68,26271.52,371870000.0,-0.0036,26278.2
2017-01-18,26245.34,26278.2,26308.87,26236.0,394820000.0,-0.0013,26245.34
2017-01-19,26201.6,26245.34,26246.42,26168.49,196460000.0,-0.0017000000000000001,26201.6
2017-01-20,26223.54,26201.6,26228.41,26160.76,203190000.0,0.0008,26223.54
2017-01-23,26231.37,26223.54,26231.37,26107.29,228590000.0,0.0003,26231.37
2017-01-24,26217.54,26231.37,26296.54,26122.99,187700000.0,-0.0005,26217.54
2017-01-25,26240.45,26217.54,26248.36,26214.85,189990000.0,0.0009,26240.45
2017-01-26,26289.95,26240.45,26295.29,26211.25,146490000.0,0.0019,26289.95
2017-01-27,26328.22,26289.95,26361.45,26277.08,237790000.0,0.0015,26328.22
2017-01-30,26217.18,26328.22,26339.35,26191.13,143520000.0,-0.0042,26217.18
2017-01-31,26036.24,26217.18,26244.8,25912.22,205750000.0,-0.0069,26036.24
2017-02-01,25903.55,26036.24,26084.25,25800.68,246360000.0,-0.0051,25903.55
2017-02-02,25936.24,25903.55,25936.24,25750.45,151500000.0,0.0013,25936.24
2017-02-03,25802.54,25936.24,26084.39,25790.59,144470000.0,-0.0052,25802.54
2017-02-06,25587.09,25802.54,25812.09,25575.2,152360000.0,-0.0083,25587.09
2017-02-07,25446.66,25587.09,25595.97,25380.4,207180000.0,-0.0055000000000000005,25446.66
2017-02-08,25460.45,25446.66,25511.1,25424.96,347820000.0,0.0005,25460.45
2017-02-09,25322.3,25460.45,25472.15,25257.02,142830000.0,-0.0054,25322.3
2017-02-10,25340.02,25322.3,25350.03,25204.41,201730000.0,0.0007000000000000001,25340.02
2017-02-13,25244.65,25340.02,25475.13,25232.94,141910000.0,-0.0038,25244.65
2017-02-14,25032.17,25244.29,25246.17,25000.95,144890000.0,-0.0084,25032.17
2017-02-15,25130.26,25032.17,25130.26,24962.19,161840000.0,0.0039000000000000003,25130.26
2017-02-16,25055.29,25130.26,25171.26,25041.74,144390000.0,-0.003,25055.29
2017-02-17,25164.91,25055.29,25188.29,25025.87,480000000.0,0.0044,25164.91
2017-02-20,25249.49,25164.91,25273.94,25128.57,103360000.0,0.0034000000000000002,25249.49
2017-02-21,25251.63,25249.49,25323.81,25181.86,125150000.0,0.0001,25251.63
2017-02-22,25249.74,25251.63,25263.49,25181.34,118460000.0,-0.0001,25249.74
2017-02-23,25409.06,25249.74,25409.06,25204.33,146710000.0,0.0063,25409.06
2017-02-24,25250.37,25409.06,25417.1,25223.02,259310000.0,-0.0062,25250.37
2017-02-27,25373.42,25250.37,25382.73,25218.23,254750000.0,0.0049,25373.42
2017-02-28,25329.08,25373.42,25402.89,25286.61,444500000.0,-0.0017000000000000001,25329.08
2017-03-01,25183.1,25329.08,25351.8,25183.1,228020000.0,-0.0058,25183.1
2017-03-02,24829.59,25183.1,25204.97,24762.07,186000000.0,-0.013999999999999999,24829.59
2017-03-03,25012.08,24829.59,25037.4,24829.59,274170000.0,0.0073,25012.08
2017-03-06,24581.99,25012.08,25136.1,24568.07,128160000.0,-0.0172,24581.99
2017-03-07,25129.27,24581.99,25129.27,24547.37,215360000.0,0.0223,25129.27
2017-03-08,24986.02,25129.27,25169.1,24932.24,218720000.0,-0.005699999999999999,24986.02
2017-03-09,25170.36,24986.02,25292.47,24877.2,215910000.0,0.0074,25170.36
2017-03-10,25238.01,25170.36,25543.4,25167.17,245390000.0,0.0027,25238.01
2017-03-13,25136.63,25238.01,25238.85,25062.25,135400000.0,-0.004,25136.63
2017-03-14,25284.56,25136.63,25284.56,25041.41,227760000.0,0.0059,25284.56
2017-03-15,25301.23,25284.56,25315.56,25235.94,233780000.0,0.0007000000000000001,25301.23
2017-03-16,25418.08,25301.23,25469.06,25278.87,279950000.0,0.0046,25418.08
2017-03-17,25653.16,25418.08,25678.51,25408.44,151380000.0,0.0092,25653.16
2017-03-20,25671.55,25653.16,25671.55,25549.65,495240000.0,0.0007000000000000001,25671.55
2017-03-21,25558.57,25671.55,25680.63,25484.9,153720000.0,-0.0044,25558.57
2017-03-22,25514.09,25558.57,25561.25,25495.57,198840000.0,-0.0017000000000000001,25514.09
2017-03-23,25514.03,25514.09,25558.33,25453.07,115110000.0,0.0,25514.03
2017-03-24,25454.93,25512.69,25516.94,25380.58,142000000.0,-0.0023,25454.93
2017-03-27,25485.17,25454.93,25497.56,25406.27,557060000.0,0.0012,25485.17
2017-03-28,25406.72,25485.17,25514.97,25303.19,191950000.0,-0.0031,25406.72
2017-03-29,25267.68,25406.72,25415.22,25214.59,521659999.99999994,-0.0055000000000000005,25267.68
2017-03-30,25533.82,25267.68,25533.82,25212.17,294180000.0,0.0105,25533.82
2017-03-31,25516.34,25533.82,25561.99,25444.13,377510000.0,-0.0007000000000000001,25516.34
2017-04-03,25273.03,25516.34,25555.73,25251.19,97690000.0,-0.0095,25273.03
2017-04-04,25266.15,25273.03,25339.7,25243.18,180120000.0,-0.0003,25266.15
2017-04-05,25471.69,25266.15,25471.69,25255.52,158700000.0,0.008100000000000001,25471.69
2017-04-06,25755.18,25471.69,25764.45,25471.69,241510000.0,0.0111,25755.18
2017-04-07,25746.52,25755.18,25818.98,25656.23,107940000.0,-0.0003,25746.52
2017-04-10,25626.37,25746.52,25749.87,25575.33,191830000.0,-0.004699999999999999,25626.37
2017-04-11,25478.06,25626.37,25637.96,25468.88,402670000.0,-0.0058,25478.06
2017-04-12,25496.71,25478.06,25514.28,25441.66,247660000.0,0.0007000000000000001,25496.71
2017-04-13,25510.01,25496.82,25530.34,25438.52,349280000.0,0.0005,25510.01
2017-04-18,25218.12,25510.17,25510.17,25213.8,246090000.0,-0.011399999999999999,25218.12
2017-04-19,25331.77,25207.07,25331.77,25181.14,232300000.0,0.0045000000000000005,25331.77
2017-04-20,25288.11,25331.77,25342.03,25245.51,147890000.0,-0.0017000000000000001,25288.11
2017-04-21,25189.37,25282.75,25318.02,25177.28,171600000.0,-0.0039000000000000003,25189.37
2017-04-24,25747.05,25189.37,25785.63,25159.24,211760000.0,0.022099999999999998,25747.05
2017-04-25,25818.87,25747.05,25857.1,25745.47,127420000.0,0.0028000000000000004,25818.87
2017-04-26,25620.94,25818.87,25903.52,25611.8,255700000.0,-0.0077,25620.94
2017-04-27,25753.0,25620.94,25804.14,25618.26,360010000.0,0.0052,25753.0
2017-04-28,25767.26,25753.0,25893.91,25639.34,366470000.0,0.0006,25767.26
2017-05-02,25965.18,25758.51,25977.23,25751.57,191020000.0,0.0077,25965.18
2017-05-03,26117.15,25965.18,26122.02,25963.28,264490000.0,0.0059,26117.15
2017-05-04,26166.8,26116.79,26166.8,25998.22,255600000.0,0.0019,26166.8
2017-05-05,26235.63,26166.8,26256.35,26124.81,442830000.0,0.0026,26235.63
2017-05-08,26419.17,26235.63,26428.42,26175.1,267640000.0,0.006999999999999999,26419.17
2017-05-09,26756.21,26418.33,26772.21,26411.03,539210000.0,0.0128,26756.21
2017-05-10,27546.68,26756.21,27722.48,26707.37,584120000.0,0.029500000000000002,27546.68
2017-05-11,28423.7,27546.68,28608.94,27546.68,801070000.0,0.0318,28423.7
2017-05-12,28192.46,28423.7,28873.44,28190.38,1060000000.0,-0.008100000000000001,28192.46
2017-05-15,27513.69,28192.46,28227.09,27492.41,670960000.0,-0.0241,27513.69
2017-05-16,27609.67,27513.69,27615.28,27277.1,569180000.0,0.0034999999999999996,27609.67
2017-05-17,27900.44,27609.67,27901.29,27609.51,371460000.0,0.0105,27900.44
2017-05-18,28101.63,27900.44,28129.64,27863.23,353140000.0,0.0072,28101.63
2017-05-19,28113.44,28101.63,28154.52,27994.01,305970000.0,0.0004,28113.44
2017-05-22,28078.3,28113.38,28228.45,28036.4,208340000.0,-0.0012,28078.3
2017-05-23,28093.3,28078.3,28209.79,28047.66,212690000.0,0.0005,28093.3
2017-05-24,28286.43,28093.3,28329.03,28093.3,311280000.0,0.0069,28286.43
2017-05-25,28467.61,28286.43,28514.31,28245.88,418940000.0,0.0064,28467.61
2017-05-26,29064.52,28467.61,29102.03,28467.61,725530000.0,0.021,29064.52
2017-05-30,29281.04,29065.86,29512.26,29065.86,832520000.0,0.0074,29281.04
2017-05-31,29498.31,29276.59,29534.11,28959.58,343190000.0,0.0074,29498.31
2017-06-01,30314.14,29498.31,30314.14,29498.31,434430000.0,0.0277,30314.14
2017-06-02,31371.63,30314.14,31373.98,30314.14,708410000.0,0.0349,31371.63
2017-06-05,32578.38,31371.63,32666.13,31371.63,640440000.0,0.0385,32578.38
2017-06-06,32200.38,32578.38,32751.69,31978.1,744880000.0,-0.0116,32200.38
2017-06-07,32686.72,32200.38,32686.72,31624.16,497110000.0,0.0151,32686.72
2017-06-08,32937.98,32686.72,33119.12,32686.72,528140000.0,0.0077,32937.98
2017-06-09,33276.68,32937.98,33280.18,32937.98,686300000.0,0.0103,33276.68
2017-06-12,33236.7,33276.68,33445.99,32962.16,501080000.0,-0.0012,33236.7
2017-06-13,33141.85,33235.28,33257.6,33095.9,408720000.0,-0.0029,33141.85
2017-06-14,33598.2,33141.85,33602.39,33091.26,759050000.0,0.0138,33598.2
2017-06-15,33797.84,33598.2,33983.89,33494.29,573600000.0,0.0059,33797.84
2017-06-16,33810.56,33797.84,33863.69,33567.76,493240000.0,0.0004,33810.56
2017-06-19,34135.1,33810.96,34146.51,33810.96,482520000.0,0.0096,34135.1
2017-06-20,34375.6,34134.67,34375.6,33689.78,392270000.0,0.006999999999999999,34375.6
2017-06-21,33477.89,34381.7,34384.7,33397.48,508610000.0,-0.026099999999999998,33477.89
2017-06-22,32928.44,33482.61,33501.68,32450.3,509610000.0,-0.016399999999999998,32928.44
2017-06-23,32122.14,32928.04,32952.38,32102.86,417530000.0,-0.0245,32122.14
2017-06-28,32657.3,32122.14,32662.34,32065.66,386240000.0,0.0167,32657.3
2017-06-29,33269.84,32657.3,33269.84,32657.3,431160000.0,0.018799999999999997,33269.84
2017-06-30,33117.48,33269.84,33275.64,32758.94,345540000.0,-0.0046,33117.48
2017-07-03,32769.83,33117.48,33132.44,32748.6,162340000.0,-0.0105,32769.83
2017-07-04,32410.2,32769.8,32770.59,32406.84,206180000.0,-0.011000000000000001,32410.2
2017-07-05,32302.32,32410.2,32411.7,32210.2,311380000.0,-0.0033,32302.32
2017-07-06,32354.78,32302.32,32354.78,32149.69,168510000.0,0.0016,32354.78
2017-07-07,32459.17,32354.78,32459.17,32219.72,212380000.0,0.0032,32459.17
2017-07-10,32620.84,32459.37,32644.88,32432.59,182070000.0,0.005,32620.84
2017-07-11,32827.98,32614.6,32910.31,32546.08,218760000.0,0.0063,32827.98
2017-07-12,32981.63,32827.98,32981.63,32812.72,270860000.0,0.004699999999999999,32981.63
2017-07-13,33246.91,32981.63,33257.19,32981.29,288860000.0,0.008,33246.91
2017-07-14,33261.66,33246.91,33301.53,33183.36,311610000.0,0.0004,33261.66
2017-07-17,33301.43,33261.66,33373.36,33052.13,322810000.0,0.0012,33301.43
2017-07-18,33436.61,33301.43,33436.61,33222.98,323540000.0,0.0040999999999999995,33436.61
2017-07-19,33514.93,33436.61,33658.67,33436.61,331430000.0,0.0023,33514.93
2017-07-20,33695.83,33514.93,33702.61,33435.98,191430000.0,0.0054,33695.83
2017-07-21,34020.37,33695.83,34045.15,33692.29,378190000.0,0.0096,34020.37
2017-07-24,34652.52,34020.37,34685.4,33999.14,293750000.0,0.018600000000000002,34652.52
2017-07-25,35533.0,34652.52,35597.13,34652.52,513440000.00000006,0.0254,35533.0
2017-07-26,36740.77,35533.0,36794.22,35504.88,335330000.0,0.034,36740.77
2017-07-27,37245.17,36740.77,37258.33,36704.65,542800000.0,0.0137,37245.17
2017-07-28,36864.71,37245.17,37655.46,36506.35,525520000.0,-0.0102,36864.71
2017-07-31,35847.75,36881.74,36933.43,35793.63,490160000.0,-0.0276,35847.75
2017-08-01,36720.62,35847.75,36728.33,35444.0,433550000.0,0.024300000000000002,36720.62
2017-08-02,36905.06,36720.62,36905.06,36252.17,251010000.0,0.005,36905.06
2017-08-03,37135.23,36905.06,37135.67,36901.21,279150000.0,0.0062,37135.23
2017-08-04,37425.15,37135.23,37476.69,37096.68,515480000.0,0.0078000000000000005,37425.15
2017-08-07,37525.38,37425.15,37584.48,37292.56,254480000.0,0.0027,37525.38
2017-08-08,37999.56,37525.38,38005.8,37451.09,218210000.0,0.0126,37999.56
2017-08-09,38144.02,37999.56,38186.79,37961.43,328650000.0,0.0038,38144.02
2017-08-10,38102.85,38144.02,38185.32,37944.91,362670000.0,-0.0011,38102.85
2017-08-11,38198.6,38102.85,38227.1,38102.85,353640000.0,0.0025,38198.6
2017-08-14,37950.96,38198.6,38241.67,37949.49,316110000.0,-0.006500000000000001,37950.96
2017-08-15,37096.6,37950.96,37954.43,37007.13,391630000.0,-0.0225,37096.6
2017-08-16,36102.38,37096.6,37097.26,36008.56,224770000.0,-0.0268,36102.38
2017-08-17,36316.58,36102.38,36364.81,35871.31,225140000.0,0.0059,36316.58
2017-08-18,36920.56,36316.58,36923.71,36267.39,236620000.0,0.0166,36920.56
2017-08-21,36584.44,36920.56,37050.0,36550.28,368380000.0,-0.0091,36584.44
2017-08-22,36962.48,36584.44,37074.42,36572.06,144310000.0,0.0103,36962.48
2017-08-23,37059.21,36962.48,37088.44,36886.32,264279999.99999997,0.0026,37059.21
2017-08-24,36575.86,37063.41,37063.47,36538.95,238160000.0,-0.013000000000000001,36575.86
2017-08-25,36646.46,36575.86,36648.59,36491.93,422450000.0,0.0019,36646.46
2017-08-28,36317.31,36646.46,36651.25,36241.81,348110000.0,-0.009000000000000001,36317.31
2017-08-29,36165.93,36317.31,36320.58,35747.97,144450000.0,-0.0042,36165.93
2017-08-30,35629.13,36166.16,36169.04,35515.11,239910000.0,-0.0148,35629.13
2017-08-31,35504.62,35629.13,35629.97,35417.16,202370000.0,-0.0034999999999999996,35504.62
2017-09-05,35403.92,35504.62,35521.1,35326.19,59500000.0,-0.0028000000000000004,35403.92
2017-09-06,35609.07,35403.92,35745.7,35348.94,281840000.0,0.0058,35609.07
2017-09-07,36112.37,35605.3,36141.7,35559.76,222670000.0,0.0141,36112.37
2017-09-08,35953.44,36112.37,36175.23,35901.02,152470000.0,-0.0044,35953.44
2017-09-11,35664.94,35957.24,36030.89,35621.0,114720000.0,-0.008,35664.94
2017-09-12,35397.52,35664.94,35665.61,35364.73,373490000.0,-0.0075,35397.52
2017-09-13,35464.34,35397.52,35464.34,35221.27,119890000.0,0.0019,35464.34
2017-09-14,35660.04,35464.34,35713.91,35448.01,128310000.0,0.0055000000000000005,35660.04
2017-09-15,35005.57,35659.72,35676.51,34976.5,160140000.0,-0.0184,35005.57
2017-09-18,34873.07,35005.57,35105.67,34744.96,162730000.0,-0.0038,34873.07
2017-09-19,34846.82,34873.07,34883.22,34734.21,174660000.0,-0.0008,34846.82
2017-09-20,35207.89,34846.82,35207.89,34729.78,137340000.0,0.0104,35207.89
2017-09-21,35188.97,35207.89,35411.85,35128.03,429220000.0,-0.0005,35188.97
2017-09-22,35488.81,35188.97,35490.84,35187.24,192200000.0,0.0085,35488.81
2017-09-25,35361.52,35488.81,35488.81,35246.52,107150000.0,-0.0036,35361.52
2017-09-26,34951.27,35358.73,35420.53,34876.87,298530000.0,-0.0116,34951.27
2017-09-27,35103.4,34951.27,35170.7,34653.22,136400000.0,0.0044,35103.4
2017-09-28,35429.31,35103.4,35433.52,34847.79,337350000.0,0.009300000000000001,35429.31
2017-09-29,35439.98,35430.3,35469.12,35350.17,235820000.0,0.0003,35439.98
2017-10-03,35306.09,35439.98,35475.59,35262.26,634330000.0,-0.0038,35306.09
2017-10-04,35358.57,35306.09,35500.23,35272.84,174070000.0,0.0015,35358.57
2017-10-05,35773.98,35358.57,35773.98,35155.08,296820000.0,0.011699999999999999,35773.98
2017-10-06,36320.98,35773.69,36350.14,35772.7,367070000.0,0.015300000000000001,36320.98
2017-10-09,36831.93,36321.81,36888.73,36320.29,262160000.00000003,0.0141,36831.93
2017-10-10,36776.6,36831.93,36846.77,36747.68,353190000.0,-0.0015,36776.6
2017-10-11,36652.82,36776.6,36776.6,36620.52,336380000.0,-0.0034000000000000002,36652.82
2017-10-12,36732.24,36652.99,36732.24,36619.78,443680000.0,0.0022,36732.24
2017-10-13,36848.17,36732.24,36868.25,36731.09,159610000.0,0.0032,36848.17
2017-10-16,36970.81,36848.17,37041.52,36833.89,214960000.0,0.0033,36970.81
2017-10-17,36669.61,36970.81,36970.81,36668.42,211870000.0,-0.008100000000000001,36669.61
2017-10-18,36641.52,36669.61,36702.17,36634.01,198630000.0,-0.0008,36641.52
2017-10-19,36645.65,36641.52,36663.33,36611.37,140870000.0,0.0001,36645.65
2017-10-20,36587.31,36645.65,36683.58,36583.21,106540000.0,-0.0016,36587.31
2017-10-23,36411.73,36587.31,36596.66,35825.05,253540000.0,-0.0048,36411.73
2017-10-24,36531.62,36411.73,36551.39,36406.89,199860000.0,0.0033,36531.62
2017-10-25,36622.85,36531.62,36754.39,36531.62,333000000.0,0.0025,36622.85
2017-10-26,36517.48,36622.85,36640.07,36438.6,356720000.0,-0.0029,36517.48
2017-10-27,36462.26,36517.48,36530.55,36310.2,250880000.0,-0.0015,36462.26
2017-10-30,36484.3,36462.26,36484.3,36203.89,174530000.0,0.0006,36484.3
2017-10-31,36680.29,36484.3,36681.46,36144.63,259079999.99999997,0.0054,36680.29
2017-11-01,36887.2,36680.29,36888.04,36427.31,249350000.0,0.005600000000000001,36887.2
2017-11-02,36877.15,36887.2,36912.54,36682.4,318150000.0,-0.0003,36877.15
2017-11-03,36939.59,36877.15,37009.46,36834.34,361050000.0,0.0017000000000000001,36939.59
2017-11-06,36930.83,36939.59,37014.89,36910.49,466520000.0,-0.0002,36930.83
2017-11-07,37013.57,36930.83,37063.04,36907.07,305170000.0,0.0022,37013.57
2017-11-08,37138.97,37013.57,37138.97,36965.05,193470000.0,0.0034000000000000002,37138.97
2017-11-09,37051.54,37138.97,37156.28,36932.48,175750000.0,-0.0024,37051.54
2017-11-10,37120.28,37051.54,37121.51,36963.86,175270000.0,0.0019,37120.28
2017-11-13,37312.28,37120.28,37314.36,36843.04,207770000.0,0.0052,37312.28
2017-11-16,36634.89,36617.45,36679.93,36541.9,217750000.0,0.0005,36634.89
2017-11-17,36703.58,36634.89,36766.24,36615.55,1830000000.0,0.0019,36703.58
2017-11-20,36792.6,36703.58,36800.85,36599.99,208710000.0,0.0024,36792.6
2017-11-21,36600.07,36792.6,36864.64,36579.63,257930000.0,-0.0052,36600.07
2017-11-22,36608.76,36600.07,36693.59,36563.48,261880000.0,0.0002,36608.76
2017-11-23,36688.75,36608.76,36984.36,36592.26,513799999.99999994,0.0022,36688.75
2017-11-24,37365.91,36688.75,37374.88,36677.42,870580000.0,0.018500000000000003,37365.91
2017-11-27,37250.78,37365.91,37393.29,37269.55,942720000.0,-0.0031,37250.78
2017-11-28,37503.73,37250.78,37541.88,37212.61,1100000000.0,0.0068000000000000005,37503.73
2017-11-29,37709.2,37503.73,37716.14,37466.5,441810000.0,0.0055000000000000005,37709.2
2017-11-30,37944.6,37709.2,38057.71,37709.2,495320000.0,0.0062,37944.6
2017-12-04,37974.58,37944.6,38023.27,37913.99,500190000.0,0.0008,37974.58
2017-12-05,38494.43,37974.58,38515.91,37970.44,522299999.99999994,0.0137,38494.43
2017-12-06,39075.3,38494.43,39111.28,38494.43,703640000.0,0.0151,39075.3
2017-12-07,39534.14,39075.3,39623.52,39075.3,1060000000.0,0.011699999999999999,39534.14
2017-12-08,39257.53,39534.14,39656.53,39231.97,530059999.99999994,-0.006999999999999999,39257.53
2017-12-11,38913.99,39257.53,39292.21,38891.25,350580000.0,-0.0088,38913.99
2017-12-12,38924.63,38913.99,39104.09,38836.25,462670000.0,0.0003,38924.63
2017-12-13,38534.64,38924.63,38945.09,38514.43,323940000.0,-0.01,38534.64
2017-12-14,37933.7,38534.64,38539.91,37840.14,289260000.0,-0.015600000000000001,37933.7
2017-12-15,38436.08,37933.7,38436.08,37794.83,425260000.0,0.0132,38436.08
2017-12-18,37957.96,38436.08,38486.26,37871.65,202000000.0,-0.0124,37957.96
2017-12-19,37783.76,37957.96,37960.62,37783.76,649580000.0,-0.0046,37783.76
2017-12-20,37933.86,37783.76,37933.86,37661.17,207800000.0,0.004,37933.86
2017-12-21,38350.64,37933.86,38350.64,37790.07,429380000.0,0.011000000000000001,38350.64
2017-12-22,38522.14,38350.64,38522.14,38323.15,204470000.0,0.0045000000000000005,38522.14
2017-12-27,37889.57,38522.14,38547.98,37889.57,416990000.0,-0.016399999999999998,37889.57
2017-12-28,37990.74,37889.57,37991.55,37862.35,322310000.0,0.0027,37990.74
2017-12-29,38243.19,37990.74,38243.19,37990.74,536850000.0,0.0066,38243.19
2018-01-02,38264.79,38243.19,38268.82,37646.88,248480000.0,0.0006,38264.79
2018-01-03,38187.28,38264.79,38579.51,38187.28,580710000.0,-0.002,38187.28
2018-01-04,38676.12,38187.28,38848.31,38182.94,825130000.0,0.0128,38676.12
2018-01-05,38923.26,38676.12,39113.68,38676.12,753290000.0,0.0064,38923.26
2018-01-08,39849.65,38923.26,39851.45,38908.12,604530000.0,0.023799999999999998,39849.65
2018-01-09,40362.97,39849.65,40485.54,39688.04,770890000.0,0.0129,40362.97
2018-01-10,41816.11,40366.22,41816.11,40366.22,1090000000.0,0.036000000000000004,41816.11
2018-01-11,43041.54,41816.11,43269.41,41813.37,1160000000.0,0.029300000000000003,43041.54
2018-01-12,42898.9,43041.54,43670.57,42636.87,1390000000.0,-0.0033,42898.9
2018-01-15,43119.0,42898.9,43119.44,42262.82,730560000.0,0.0051,43119.0
2018-01-16,44054.72,43119.0,44055.68,43119.0,635400000.0,0.0217,44054.72
2018-01-17,44885.24,44054.72,44901.01,43956.76,960680000.0,0.0189,44885.24
2018-01-18,44848.74,44885.24,45162.64,44188.72,1340000000.0,-0.0008,44848.74
2018-01-19,45092.83,44848.74,45103.96,44377.62,1340000000.0,0.0054,45092.83
2018-01-22,44912.53,45092.83,45321.82,44748.24,2130000000.0,-0.004,44912.53
2018-01-23,44389.85,44912.53,44937.83,43720.59,737860000.0,-0.0116,44389.85
2018-01-24,43963.4,44389.85,44389.85,43092.87,536429999.99999994,-0.0096,43963.4
2018-01-25,43529.06,43963.4,43995.68,43106.26,500850000.0,-0.009899999999999999,43529.06
2018-01-26,43773.76,43529.06,44155.98,43529.06,944860000.0,0.005600000000000001,43773.76
2018-01-29,44306.48,43773.76,44306.48,43773.76,573350000.0,0.012199999999999999,44306.48
2018-01-30,44493.79,44306.48,44493.79,43986.69,876980000.0,0.0042,44493.79
2018-01-31,44343.65,44493.79,44512.37,43946.1,651900000.0,-0.0034000000000000002,44343.65
2018-02-01,44460.18,44378.8,44484.04,44155.38,630520000.0,0.0026,44460.18
2018-02-02,44639.99,44460.18,44684.38,44460.18,524940000.00000006,0.004,44639.99
2018-02-05,44261.72,44639.99,44663.91,44046.48,426870000.0,-0.0085,44261.72
2018-02-06,43877.3,44261.72,44262.49,43770.46,717150000.0,-0.0087,43877.3
2018-02-07,43538.16,43877.3,43921.17,43534.71,508300000.0,-0.0077,43538.16
2018-02-08,43326.89,43538.16,43616.14,43261.66,2140000000.0000002,-0.0049,43326.89
2018-02-09,43127.92,43326.89,43672.55,42790.79,552390000.0,-0.0046,43127.92
2018-02-12,42737.89,43127.92,43198.0,42080.55,517440000.00000006,-0.009000000000000001,42737.89
2018-02-13,41708.15,42735.32,42735.32,41614.1,470520000.0,-0.0241,41708.15
2018-02-14,42171.8,41708.15,42207.86,41657.35,520740000.0,0.0111,42171.8
2018-02-15,42604.4,42171.8,42604.4,42171.8,615130000.0,0.0103,42604.4
2018-02-16,42638.83,42604.4,42751.47,42454.63,616590000.0,0.0008,42638.83
2018-02-19,41988.18,42638.83,42712.65,41988.18,287170000.0,-0.015300000000000001,41988.18
2018-02-20,42148.4,41987.74,42265.53,41497.82,510280000.0,0.0038,42148.4
2018-02-21,42158.32,42148.4,42241.04,42061.98,570260000.0,0.0002,42158.32
2018-02-22,42258.78,42158.32,42292.85,42158.32,342070000.0,0.0024,42258.78
2018-02-23,42570.89,42258.78,42580.14,42214.42,308430000.0,0.0074,42570.89
2018-02-26,42579.48,42570.89,42671.04,42514.17,384860000.0,0.0002,42579.48
2018-02-27,42299.56,42579.48,42588.34,42231.43,438650000.0,-0.0066,42299.56
