,Date,Price,Open,High,Low,Vol.,Change %,Close,rsi,rsi at 70,rsi at 30,rsi at 50,buy,sell,Stop_loss,Profit,future_returns
400,13/04/2018,"40,808.48","40,808.48","40,961.20","40,426.93",167.13M,0.00%,40808.48,39.727437163015566,70,30,50,,,,,-0.00040256267180005523
401,16/04/2018,"40,533.37","40,932.18","41,014.67","40,888.23",192.49M,-0.67%,40533.37,34.800295454318764,70,30,50,,,,,0.0024975314098358847
402,17/04/2018,"40,788.68","40,533.37","40,862.01","40,409.90",1.60B,0.63%,40788.68,42.19300792015787,70,30,50,,,,,-0.0014483502874313992
403,18/04/2018,"40,772.26","40,788.68","40,861.04","40,492.26",230.17M,-0.04%,40772.26,41.853885280084405,70,30,50,,,,,-0.0012485639432079365
404,19/04/2018,"40,874.09","40,772.26","40,937.09","40,724.76",740.36M,0.25%,40874.09,44.90519990485253,70,30,50,,,,,0.0009530484425814834
405,20/04/2018,"40,814.89","40,874.09","40,893.97","40,735.76",242.06M,-0.14%,40814.89,43.432925289293905,70,30,50,,,,,-0.0011531077049160565
406,23/04/2018,"40,763.93","40,814.89","40,832.34","40,579.54",309.41M,-0.12%,40763.93,42.1123390798127,70,30,50,,,,,-7.115563872861497e-05
407,24/04/2018,"40,802.78","40,763.93","40,970.31","40,757.19",246.58M,0.10%,40802.78,43.56581887463693,70,30,50,,,,,0.012074253493560949
408,25/04/2018,"40,755.73","40,801.04","40,926.72","40,589.60",350.39M,-0.12%,40755.73,42.14196990457385,70,30,50,,,,,0.0005605542892708204
409,26/04/2018,"40,752.83","40,755.73","40,798.01","40,727.26",378.19M,-0.01%,40752.83,42.04785514178984,70,30,50,,,,,0.0009210524083906879
410,27/04/2018,"41,244.89","40,777.67","41,247.20","40,761.74",319.34M,1.21%,41244.89,59.21841831834869,70,30,50,,,,,-0.004798574154566304
411,30/04/2018,"41,268.01","41,244.89","41,279.95","41,146.48",450.53M,0.06%,41268.01,59.839630528346014,70,30,50,,,,,0.002698027455123597
412,02/05/2018,"41,306.02","41,268.01","41,396.91","41,154.78",276.17M,0.09%,41306.02,60.92686132796926,70,30,50,,,,,-0.0011135716975200216
413,03/05/2018,"41,107.81","41,306.02","41,307.05","40,944.36",320.39M,-0.48%,41107.81,52.665765980655145,70,30,50,,,,,-0.00041337950618869357
414,04/05/2018,"41,218.72","41,107.81","41,236.79","41,107.81",283.57M,0.27%,41218.72,56.34584425984137,70,30,50,,,,,-0.0018388659678587604
415,07/05/2018,"41,172.82","41,218.72","41,233.42","41,031.15",221.38M,-0.11%,41172.82,54.40098604572141,70,30,50,,,,,-0.004020923015804256
416,08/05/2018,"41,155.80","41,172.82","41,642.33","41,110.44",563.62M,-0.04%,41155.8,53.6381967590864,70,30,50,,,,,0.002624224794170349
417,09/05/2018,"41,080.12","41,156.37","41,160.18","40,904.83",341.06M,-0.18%,41080.12,50.16314237507886,70,30,50,,,,,-0.008402744750356517
418,10/05/2018,"40,914.94","41,080.12","41,086.20","40,872.96",244.92M,-0.40%,40914.94,43.35185843019061,70,30,50,,,,,-0.0015288508838154913
419,11/05/2018,"41,022.31","40,914.94","41,189.28","40,913.85",214.58M,0.26%,41022.31,48.41107967344008,70,30,50,,,,,0.00929573053781052
420,14/05/2018,"40,677.61","41,022.31","41,029.79","40,667.46",218.76M,-0.84%,40677.61,36.714651950756945,70,30,50,,,,,-0.008332160367985009
421,15/05/2018,"40,615.42","40,677.61","40,723.49","40,565.66",203.36M,-0.15%,40615.42,35.01858187541983,70,30,50,,,,,-0.00440230732464153
422,16/05/2018,"40,992.97","40,615.42","41,027.28","40,531.90",259.48M,0.93%,40992.97,50.45687225820906,70,30,50,,,,,-0.0011706728898299712
423,17/05/2018,"40,651.41","40,992.97","41,003.76","40,675.89",424.37M,-0.83%,40651.41,40.72997759926782,70,30,50,,,,,-0.004348291790218228
424,18/05/2018,"40,472.45","40,651.41","40,675.70","40,444.17",350.55M,-0.44%,40472.45,36.62017673218711,70,30,50,,,,,-0.002453210975895459
425,21/05/2018,"40,425.07","40,472.45","40,476.61","40,383.19",271.27M,-0.12%,40425.07,35.564526104699375,70,30,50,,,,,-0.010627500744074592
426,22/05/2018,"40,249.29","40,425.07","40,461.69","40,245.32",280.06M,-0.43%,40249.29,31.787204174591476,70,30,50,,,,,-0.010075307403486722
427,23/05/2018,"40,150.55","40,249.29","40,254.91","40,116.27",266.70M,-0.25%,40150.55,29.811030472150552,70,30,50,,,40150.55,,-0.0075046498770967585
428,24/05/2018,"39,723.85","40,150.55","40,150.55","39,723.85",256.43M,-1.06%,39723.85,22.95786409601713,70,30,50,,,,,0.017081103019305655
429,25/05/2018,"39,323.62","39,723.85","39,908.11","39,213.98",295.99M,-1.01%,39323.62,18.520611968268454,70,30,50,,,,,-0.04007088017783533
430,28/05/2018,"39,028.51","39,323.62","39,323.62","38,910.82",222.29M,-0.75%,39028.51,15.988805913449447,70,30,50,,,,,-0.03380830735655116
431,30/05/2018,"39,695.16","39,028.51","39,177.53","38,603.32",342.05M,1.71%,39695.16,37.45073516492883,70,30,50,,,,,0.0035530467627236106
432,31/05/2018,"38,104.54","38,606.41","38,791.52","37,998.17",476.20M,-4.01%,38104.54,22.32847491061821,70,30,50,,,,,0.024570805286477038
433,01/06/2018,"36,816.29","38,104.54","38,148.45","36,677.07",516.81M,-3.38%,36816.29,16.377429120045246,70,30,50,,,,,0.015331428517085799
434,04/06/2018,"36,947.10","36,816.29","36,950.98","36,676.15",314.33M,0.36%,36947.1,18.818550190966793,70,30,50,,,,,0.01578809474313836
435,05/06/2018,"37,854.92","36,947.10","37,854.92","36,947.10",339.65M,2.46%,37854.92,33.73502317250181,70,30,50,,,,,-0.00955071331954127
436,06/06/2018,"38,435.29","37,854.92","38,463.54","37,854.92",393.12M,1.53%,38435.29,41.38532240850863,70,30,50,38435.29,,,,0.0045534912383824455
437,07/06/2018,"39,042.11","38,435.29","39,042.39","38,435.29",492.04M,1.58%,39042.11,48.31722734432154,70,30,50,,,,,0.008282338331191186
438,08/06/2018,"38,669.23","39,042.11","39,088.69","38,636.00",210.03M,-0.96%,38669.23,44.707354658254836,70,30,50,,,,,-0.0034549457911550174
439,11/06/2018,"38,845.31","38,669.23","38,856.06","38,649.41",603.17M,0.46%,38845.31,46.79307682334777,70,30,50,,,,,-0.002656813484007481
440,12/06/2018,"39,167.04","38,844.32","39,425.61","38,843.04",341.48M,0.83%,39167.04,50.577930023097615,70,30,50,,,,,-0.006778407943686671
441,13/06/2018,"39,031.72","39,167.04","39,261.60","39,031.72",456.49M,-0.35%,39031.72,48.95063192301379,70,30,50,,,,,-0.0015280304881912787
442,14/06/2018,"38,928.02","39,031.72","39,068.49","38,407.08",335.71M,-0.27%,38928.02,47.645360174049735,70,30,50,,,,,-0.011720481273573724
443,19/06/2018,"38,664.15","38,928.02","38,928.02","38,616.91",390.47M,-0.68%,38664.15,44.30520861928442,70,30,50,,,,,-0.007602889449211836
444,20/06/2018,"38,605.07","38,664.15","38,670.95","38,533.66",267.76M,-0.15%,38605.07,43.5457582875542,70,30,50,,,,,0.0034226450266265918
445,21/06/2018,"38,152.60","38,605.07","38,606.97","38,093.16",271.40M,-1.17%,38152.6,38.00251741579001,70,30,50,,,,,-9.423006665598699e-05
446,22/06/2018,"37,862.53","38,152.60","38,197.65","37,852.38",167.22M,-0.76%,37862.53,34.84311208330043,70,30,50,,,,,-0.0006478269499170519
447,25/06/2018,"37,992.12","37,862.53","38,003.18","37,690.01",207.41M,0.34%,37992.12,37.42547174874048,70,30,50,,,,,-0.0060712892474513724
448,26/06/2018,"37,988.54","37,992.12","38,040.10","37,929.64",258.71M,-0.01%,37988.54,37.379997587942114,70,30,50,,,,,0.014446337254170327
449,27/06/2018,"37,963.93","37,988.54","38,030.63","37,908.64",372.24M,-0.06%,37963.93,37.03627287131775,70,30,50,,,,,-0.008663598804030004
450,28/06/2018,"37,733.44","37,963.93","37,977.25","37,708.50",414.93M,-0.61%,37733.44,33.80176075802347,70,30,50,,,,,-0.009007318644042694
451,29/06/2018,"38,278.55","37,733.44","38,291.55","37,733.44",469.34M,1.44%,38278.55,46.15813731184989,70,30,50,,,,,-0.0028200947105075924
452,02/07/2018,"37,946.92","38,278.55","38,322.94","37,946.92",244.46M,-0.87%,37946.92,40.98666259780822,70,30,50,,,,,0.006510828135204427
453,03/07/2018,"37,605.12","37,946.92","37,946.92","37,601.79",254.77M,-0.90%,37605.12,36.32588792298462,70,30,50,,,,,-0.0031165862372104502
454,04/07/2018,"37,499.07","37,605.12","37,611.68","37,445.76",381.80M,-0.28%,37499.07,34.95554963859932,70,30,50,,,,,0.0005937448422737024
455,05/07/2018,"37,743.22","37,499.07","37,743.22","37,451.08",497.11M,0.65%,37743.22,40.67978900354326,70,30,50,,,,,-0.006027423021664147
456,06/07/2018,"37,625.59","37,743.22","37,826.28","37,612.36",170.87M,-0.31%,37625.59,38.84953155402128,70,30,50,,,,,-0.004483043081947913
457,09/07/2018,"37,647.93","37,625.59","37,715.30","37,615.49",151.20M,0.06%,37647.93,39.424643032889776,70,30,50,,,,,-0.0007196687537328605
458,10/07/2018,"37,421.01","37,647.93","37,647.93","37,422.84",211.63M,-0.60%,37421.01,35.64147986905927,70,30,50,,,,,0.004468060872863333
459,11/07/2018,"37,253.25","37,421.01","37,431.58","37,233.82",285.11M,-0.45%,37253.25,33.03733331907846,70,30,50,,,,,-0.0033672284775906336
460,12/07/2018,"37,226.44","37,253.25","37,253.25","37,075.09",262.97M,-0.07%,37226.44,32.61419510885492,70,30,50,,,,,-0.008134841518711355
461,13/07/2018,"37,392.77","37,226.44","37,396.67","37,182.19",212.15M,0.45%,37392.77,38.08098708402986,70,30,50,,,,,-0.005830585141638922
462,16/07/2018,"37,266.86","37,392.77","37,392.77","37,215.81",303.48M,-0.34%,37266.86,35.64848965696978,70,30,50,,,,,-0.007568538088144727
463,17/07/2018,"36,963.70","37,266.86","37,281.34","36,949.30",203.56M,-0.81%,36963.7,30.445668763011312,70,30,50,,,,,0.0036575217198768772
464,18/07/2018,"36,748.18","36,963.70","36,963.70","36,608.11",181.15M,-0.58%,36748.18,27.298567160054322,70,30,50,,,36748.18,,0.0029647486684309943
465,19/07/2018,"36,470.05","36,748.18","36,906.22","36,420.72",296.35M,-0.76%,36470.05,23.774710520806458,70,30,50,,,,,-0.0069928165099329975
466,20/07/2018,"36,603.44","36,474.39","36,652.19","36,360.83",679.82M,0.37%,36603.44,28.680612971534636,70,30,50,,,,,-0.002974606668341595
467,23/07/2018,"36,711.96","36,603.44","36,713.06","36,603.44",225.91M,0.30%,36711.96,32.601753668017814,70,30,50,,,,,0.002212574421957214
468,24/07/2018,"36,455.24","36,711.96","36,711.96","36,446.40",378.69M,-0.70%,36455.24,28.485218843304537,70,30,50,,,,,0.005758056749870066
469,25/07/2018,"36,346.80","36,455.24","36,474.12","36,339.41",329.84M,-0.30%,36346.8,26.891564270710017,70,30,50,,,,,0.008439835499496784
470,26/07/2018,"36,427.22","36,346.80","36,678.29","36,316.30",171.00M,0.22%,36427.22,30.113380159675472,70,30,50,,,,,0.001937954072653847
471,27/07/2018,"36,636.97","36,427.22","36,643.40","36,427.22",311.35M,0.58%,36636.97,38.02790419444328,70,30,50,,,,,-0.010939337799295235
472,30/07/2018,"36,946.18","36,636.97","36,946.18","36,636.97",319.40M,0.84%,36946.18,47.724852591909695,70,30,50,,36946.18,,,0.0020779601030567196
473,31/07/2018,"37,017.78","36,937.73","37,017.78","36,713.99",244.95M,0.19%,37017.78,49.747918082980405,70,30,50,,,,,-0.005157961901839148
474,01/08/2018,"36,612.83","37,017.78","37,023.18","36,573.19",240.02M,-1.09%,36612.83,40.01607611522746,70,30,50,,,,,-0.0005547995365438041
475,02/08/2018,"36,688.91","36,612.83","36,708.03","36,510.88",225.81M,0.21%,36688.91,42.36949458204495,70,30,50,,,,,-0.003991839782540252
476,03/08/2018,"36,499.67","36,688.91","36,750.29","36,478.10",266.20M,-0.52%,36499.67,38.224654495233764,70,30,50,,,,,-0.0009352173458323509
477,06/08/2018,"36,479.42","36,499.67","36,620.48","36,399.42",182.28M,-0.06%,36479.42,37.78516810201076,70,30,50,,,,,-0.0018501469153289207
478,07/08/2018,"36,333.80","36,479.42","36,491.19","36,321.50",248.01M,-0.40%,36333.8,34.60604514818912,70,30,50,,,,,-0.02169837930750884
479,08/08/2018,"36,299.82","36,333.80","36,336.04","36,295.55",113.93M,-0.09%,36299.82,33.867247164156424,70,30,50,,,,,-0.0010116663238962653
480,09/08/2018,"36,232.66","36,299.82","36,366.26","36,153.15",188.26M,-0.19%,36232.66,32.350545566441916,70,30,50,,,,,-0.003456026315276639
481,10/08/2018,"35,446.47","36,232.66","36,232.66","35,435.28",192.99M,-2.17%,35446.47,20.442706457712507,70,30,50,,,,35446.47,-0.006202918083451858
482,13/08/2018,"35,410.61","35,446.47","35,474.15","35,351.76",160.42M,-0.10%,35410.61,20.068334813059376,70,30,50,,,,,-0.012857669976110042
483,14/08/2018,"35,288.23","35,410.61","35,434.60","35,156.29",164.51M,-0.35%,35288.23,18.765239112982247,70,30,50,,,,,0.018714309112227268
484,15/08/2018,"35,069.34","35,288.23","35,300.21","35,061.28",209.52M,-0.62%,35069.34,16.62046697883079,70,30,50,,,,,0.002143973749436201
485,16/08/2018,"34,618.43","35,069.34","35,069.34","34,603.07",237.81M,-1.29%,34618.43,13.174050137120064,70,30,50,,,,,-0.003840766908400406
486,17/08/2018,"35,266.29","34,618.43","35,469.05","34,579.35",244.32M,1.87%,35266.29,34.768073883102325,70,30,50,,,,,0.0062491904825745515
487,20/08/2018,"35,341.90","35,266.29","35,425.17","34,900.34",220.50M,0.21%,35341.9,36.80612276216778,70,30,50,,,,,-0.003240824509112783
488,23/08/2018,"35,206.16","34,663.48","35,206.16","34,481.47",220.71M,-0.38%,35206.16,34.6468652569262,70,30,50,,,,,0.005801249229709704
489,24/08/2018,"35,426.17","35,206.16","35,679.05","35,199.87",527.74M,0.62%,35426.17,40.89175140964758,70,30,50,35426.17,,,,-0.004428118878675336
490,27/08/2018,"35,311.36","35,426.17","35,499.66","34,643.30",178.81M,-0.32%,35311.36,38.745061838928045,70,30,50,,,,,-0.007700174269930193
491,28/08/2018,"35,516.21","35,311.36","35,516.21","35,309.85",339.68M,0.58%,35516.21,44.519233955916434,70,30,50,,,,,-0.006789473039191307
492,29/08/2018,"35,358.94","35,516.21","35,560.31","35,358.94",345.05M,-0.44%,35358.94,41.20582782108975,70,30,50,,,,,-0.0003142177055219797
493,30/08/2018,"35,086.67","35,354.26","35,400.04","34,942.23",284.59M,-0.77%,35086.67,36.045373747406664,70,30,50,,,,,0.005039110154287929
494,31/08/2018,"34,848.45","35,086.67","35,086.67","34,113.89",384.89M,-0.68%,34848.45,32.13319168005732,70,30,50,,,,,-0.017098767459561515
495,03/09/2018,"34,837.50","34,848.55","34,860.32","33,849.14",131.53M,-0.03%,34837.5,31.956051927915475,70,30,50,,,,,-0.008837877898098978
496,04/09/2018,"35,013.05","34,837.94","34,966.72","34,837.94",240.46M,0.50%,35013.05,38.04041183117859,70,30,50,,,,,-0.002119892513152921
497,05/09/2018,"34,414.37","34,933.68","34,963.29","34,146.21",200.27M,-1.71%,34414.37,28.41325930247656,70,30,50,,,34414.37,,-0.012521920411682208
498,06/09/2018,"34,110.22","34,414.37","34,438.13","34,087.26",164.49M,-0.88%,34110.22,24.861592987806223,70,30,50,,,,,-0.004835222507407533
499,07/09/2018,"34,037.91","34,110.22","34,177.85","33,667.34",155.95M,-0.21%,34037.91,24.066900167674714,70,30,50,,,,,-0.03457126140947586
500,10/09/2018,"33,611.69","34,014.49","34,014.49","33,594.44",137.63M,-1.25%,33611.69,19.90076733337027,70,30,50,,,,,-0.008378340799912398
501,11/09/2018,"33,449.17","33,607.01","33,609.86","33,114.12",150.67M,-0.48%,33449.17,18.540965034911768,70,30,50,,,,,0.009535875546456296
502,12/09/2018,"32,292.79","33,449.17","33,449.64","32,269.65",246.88M,-3.46%,32292.79,12.037998858159991,70,30,50,,,,,-0.0038855355440972073
503,13/09/2018,"32,022.23","32,292.79","32,321.64","31,938.59",173.47M,-0.84%,32022.23,11.032092477481225,70,30,50,,,,,0.005559285484929788
504,14/09/2018,"32,327.59","32,022.04","32,446.48","32,022.04",251.69M,0.95%,32327.59,19.470567179476255,70,30,50,,,,,-0.00018158796825307189
505,17/09/2018,"32,201.98","32,327.59","32,378.72","32,201.98",160.67M,-0.39%,32201.98,18.661567667606256,70,30,50,,,,,0.0032670149176281527
506,18/09/2018,"32,381.00","32,201.98","32,381.00","32,180.72",269.81M,0.56%,32381.0,23.682980038664887,70,30,50,,,,,0.0018250731430080602
507,19/09/2018,"32,375.12","32,350.90","32,392.93","32,269.75",190.02M,-0.02%,32375.12,23.629741964928346,70,30,50,,,,,-0.002732007853677443
508,20/09/2018,"32,480.89","32,375.12","32,480.89","32,330.18",225.93M,0.33%,32480.89,26.913461428832235,70,30,50,,,,,0.020435872001311584
509,21/09/2018,"32,540.17","32,480.89","32,784.33","32,475.85",330.38M,0.18%,32540.17,28.81939023685223,70,30,50,,,,,-0.004565077953907926
510,24/09/2018,"32,451.27","32,540.17","32,577.92","32,427.54",190.46M,-0.27%,32451.27,27.61924941266311,70,30,50,,,,,-0.006064932271585888
511,25/09/2018,"33,114.44","32,646.43","33,230.46","32,646.43",222.95M,2.04%,33114.44,46.19195695060564,70,30,50,,33114.44,,,9.217616635659454e-05
512,26/09/2018,"32,963.27","33,114.44","33,202.30","32,952.70",172.19M,-0.46%,32963.27,43.37311343297242,70,30,50,,,,,-0.0016700049471454204
513,27/09/2018,"32,763.35","32,963.27","32,983.99","32,684.66",154.28M,-0.61%,32763.35,39.80385599866372,70,30,50,,,,,-0.00787548167090324
514,28/09/2018,"32,766.37","32,763.35","32,817.46","32,661.14",184.53M,0.01%,32766.37,39.886885932461,70,30,50,,,,,-0.0009385583238814554
515,02/10/2018,"32,711.65","32,762.34","32,815.19","32,695.45",184.59M,-0.17%,32711.65,38.80918760889392,70,30,50,,,,,-0.0012466239837253257
516,03/10/2018,"32,454.03","32,711.65","32,728.72","32,434.67",136.70M,-0.79%,32454.03,34.003246568878076,70,30,50,,,,,0.0019087086957259025
517,04/10/2018,"32,423.57","32,454.03","32,526.70","32,395.25",151.14M,-0.09%,32423.57,33.45891496079456,70,30,50,,,,,-0.000840192128453765
518,05/10/2018,"32,383.15","32,423.57","32,424.98","32,332.30",166.65M,-0.12%,32383.15,32.68739462839684,70,30,50,,,,,-0.0010833587823935176
519,08/10/2018,"32,444.96","32,383.15","32,476.28","32,383.15",120.72M,0.19%,32444.96,35.225218084813534,70,30,50,,,,,0.001088239417612824
520,09/10/2018,"32,417.70","32,444.96","32,477.47","32,336.24",349.53M,-0.08%,32417.7,34.58622989833182,70,30,50,,,,,0.001207977587635467
521,10/10/2018,"32,382.58","32,417.70","32,466.73","32,382.58",134.45M,-0.11%,32382.58,33.7108531072344,70,30,50,,,,,-0.059460553631298985
522,11/10/2018,"32,417.82","32,382.58","32,443.08","32,330.67",147.52M,0.11%,32417.82,35.53008387441284,70,30,50,,,,,-0.0031100266091701467
523,12/10/2018,"32,456.98","32,417.82","32,456.98","32,335.75",162.36M,0.12%,32456.98,37.643059254187946,70,30,50,,,,,-0.003612629152149438
524,06/06/2019,"30,527.07","30,928.29","30,948.16","30,136.14",217.19M,-1.30%,30527.07,13.469498596247758,70,30,50,,,,30527.07,-0.007333243410188928
525,07/06/2019,"30,432.13","30,529.90","30,982.78","30,380.98",280.00M,-0.31%,30432.13,13.012732483297377,70,30,50,,,,,-0.0023481860196552518
526,10/06/2019,"30,322.19","30,432.13","30,459.43","30,306.76",247.28M,-0.36%,30322.19,12.46869665434084,70,30,50,,,,,0.0005844321267833852
527,11/06/2019,"30,099.83","30,322.19","30,322.19","30,055.56",233.43M,-0.73%,30099.83,11.397820524664837,70,30,50,,,,,-0.003673281924470917
528,13/06/2019,"30,029.15","30,099.83","30,150.05","30,022.92",242.56M,-0.23%,30029.15,11.06226859262451,70,30,50,,,,,-0.0039259989450946
529,14/06/2019,"30,046.70","30,029.23","30,086.61","29,994.53",145.28M,0.06%,30046.7,11.778822470029104,70,30,50,,,,,-0.0015453338162501051
530,17/06/2019,"29,936.33","30,046.70","30,087.86","29,933.25",2.06B,-0.37%,29936.33,11.151039446437393,70,30,50,,,,,-0.0002488855569796611
531,18/06/2019,"29,818.80","29,936.33","29,936.33","29,797.11",2.06B,-0.39%,29818.8,10.489554566129833,70,30,50,,,,,0.0028885974982286733
532,19/06/2019,"29,772.72","29,818.80","29,891.86","29,772.72",263.43M,-0.15%,29772.72,10.225312246361637,70,30,50,,,,,-0.0014099893170446132
533,20/06/2019,"29,765.31","29,774.81","29,897.18","29,695.62",275.47M,-0.02%,29765.31,10.179494390423525,70,30,50,,,,,-0.004713980918642613
534,21/06/2019,"29,851.29","29,803.69","29,890.61","29,747.39",189.94M,0.29%,29851.29,15.084952419553046,70,30,50,,,,,-0.0020115488791547786
535,24/06/2019,"29,809.20","29,851.29","29,890.01","29,694.91",573.53M,-0.14%,29809.2,14.649767559116045,70,30,50,,,,,0.004740112803539365
536,25/06/2019,"29,668.68","29,809.20","29,814.38","29,655.53",253.37M,-0.47%,29668.68,13.233570833477815,70,30,50,,,,,0.007311756391316093
537,26/06/2019,"29,609.00","29,668.68","29,697.43","29,588.54",394.02M,-0.20%,29609.0,12.656213345225906,70,30,50,,,,,-0.011754981417812393
538,27/06/2019,"29,749.35","29,609.00","29,756.79","29,224.23",301.06M,0.47%,29749.35,21.594520319405703,70,30,50,,,,,-0.007410869162214229
539,28/06/2019,"29,966.87","29,749.35","29,978.81","29,650.45",248.36M,0.73%,29966.87,33.34142726255773,70,30,50,,,,,-0.0006766424653871228
540,01/07/2019,"29,614.61","29,966.87","29,966.88","29,593.82",107.43M,-1.18%,29614.61,26.261635189609738,70,30,50,,,,,-0.0025586165224125157
541,02/07/2019,"29,395.14","29,614.61","29,616.93","29,395.14",200.68M,-0.74%,29395.14,22.896012052639666,70,30,50,,,,,-0.0009945361942573783
542,03/07/2019,"29,375.25","29,395.14","29,458.03","29,300.70",237.71M,-0.07%,29375.25,22.60430164465438,70,30,50,,,,,0.0005780475181023093
543,04/07/2019,"29,300.09","29,375.25","29,466.94","29,300.09",180.40M,-0.26%,29300.09,21.456516063733826,70,30,50,,,,,0.0010577757959182588
544,05/07/2019,"29,270.95","29,300.09","29,318.09","29,235.28",298.40M,-0.10%,29270.95,20.99722102228674,70,30,50,,,,,-0.0021232074245749466
545,08/07/2019,"29,287.87","29,270.95","29,312.93","29,216.70",216.29M,0.06%,29287.87,22.073405075098226,70,30,50,,,,,-0.01858384091111054
546,09/07/2019,"29,318.85","29,287.87","29,318.85","28,943.48",294.40M,0.11%,29318.85,24.174746397414957,70,30,50,,,,,-0.005088653532036136
547,10/07/2019,"29,256.60","29,318.02","29,318.02","29,010.33",188.74M,-0.21%,29256.6,22.801973278439238,70,30,50,,,,,-0.007902883033060526
548,11/07/2019,"28,712.90","29,256.60","29,281.36","28,637.58",188.43M,-1.86%,28712.9,14.700711546125852,70,30,50,,,,,-0.004945127258959792
549,12/07/2019,"28,566.79","28,712.90","28,759.29","28,563.31",100.37M,-0.51%,28566.79,13.29074838565742,70,30,50,,,,,-0.0056054988354974356
550,15/07/2019,"28,341.03","28,566.79","28,577.41","28,337.52",175.17M,-0.79%,28341.03,11.411676452916138,70,30,50,,,,,-0.006358494872123921
551,16/07/2019,"28,200.88","28,340.98","28,566.41","28,138.50",216.68M,-0.49%,28200.88,10.397685153917815,70,30,50,,,,,0.001974197266843891
552,17/07/2019,"28,042.80","28,197.66","28,251.78","28,042.68",243.70M,-0.56%,28042.8,9.3558276869771,70,30,50,,,,,-0.003968910618026844
553,18/07/2019,"27,864.49","28,046.02","28,067.62","27,864.49",175.36M,-0.64%,27864.49,8.311990109631571,70,30,50,,,,,0.012089026847363238
554,19/07/2019,"27,919.50","27,864.49","27,948.24","27,803.57",273.90M,0.20%,27919.5,11.689424064236965,70,30,50,,,,,-0.001994324365328315
555,22/07/2019,"27,808.69","27,919.50","28,070.43","27,808.69",285.76M,-0.40%,27808.69,10.79908376878771,70,30,50,,,,,-0.0034935707333259014
556,23/07/2019,"28,144.87","27,808.69","28,144.87","27,791.98",135.18M,1.21%,28144.87,29.02264114651329,70,30,50,,,,,-0.002573005732994016
557,24/07/2019,"28,088.74","28,144.87","28,292.44","28,070.65",157.77M,-0.20%,28088.74,27.962836718029866,70,30,50,,,,,0.0011379514509866073
558,25/07/2019,"27,990.61","28,088.74","28,103.69","27,985.62",359.11M,-0.35%,27990.61,26.110705899695013,70,30,50,,,,,-0.0046435895637838565
559,26/07/2019,"27,918.59","27,990.61","28,031.67","27,900.57",130.85M,-0.26%,27918.59,24.772657454686414,70,30,50,,,,,-0.003677494745794263
560,29/07/2019,"27,950.36","27,918.59","27,976.14","27,912.70",92.79M,0.11%,27950.36,26.615876397101975,70,30,50,,,,,0.0010895344801586937
561,30/07/2019,"27,820.57","27,950.36","28,028.27","27,814.13",155.18M,-0.46%,27820.57,23.95194244969662,70,30,50,,,,,-0.004252488246194619
562,31/07/2019,"27,718.26","27,816.89","27,902.51","27,679.02",251.92M,-0.37%,27718.26,22.021471136030478,70,30,50,,,,,0.0014085903745360007
563,01/08/2019,"27,748.46","27,718.26","27,748.46","27,615.46",97.36M,0.11%,27748.46,24.029698190823222,70,30,50,,,,,-0.0051313039901870194
564,02/08/2019,"27,630.46","27,748.46","27,792.77","27,623.58",161.65M,-0.43%,27630.46,21.61318534200704,70,30,50,,,,,-0.004187464126652052
565,05/08/2019,"27,669.38","27,630.46","27,674.85","27,584.11",280.69M,0.14%,27669.38,24.39939861983715,70,30,50,,,,,0.00046658176507974325
566,06/08/2019,"27,527.40","27,669.38","27,706.47","27,521.00",170.72M,-0.51%,27527.4,21.326781221147304,70,30,50,,,,,-0.004306667075054227
567,07/08/2019,"27,412.13","27,527.40","27,534.56","27,404.26",128.92M,-0.42%,27412.13,19.15121500100126,70,30,50,,,,,-0.008192095671372801
568,08/08/2019,"27,424.92","27,412.13","27,450.92","27,308.64",279.63M,0.05%,27424.92,20.155378432928092,70,30,50,,,,,-0.001114347650620684
569,09/08/2019,"27,306.81","27,424.92","27,434.59","27,306.81",220.80M,-0.43%,27306.81,17.877124240483987,70,30,50,,,,,-0.00471815807012399
570,14/08/2019,"27,083.11","27,303.13","27,307.60","27,083.11",235.12M,-0.82%,27083.11,14.44178965504328,70,30,50,,,,,0.007128242629884429
571,15/08/2019,"27,052.93","27,083.11","27,120.09","26,895.43",233.09M,-0.11%,27052.93,14.037428270130745,70,30,50,,,,,-0.002160988478907555
572,16/08/2019,"26,925.29","27,058.88","27,203.58","26,789.38",258.29M,-0.47%,26925.29,12.405211340064675,70,30,50,,,,,0.010877125293159873
573,19/08/2019,"27,117.22","26,928.80","27,172.42","26,928.35",250.74M,0.71%,27117.22,26.65406526368117,70,30,50,,,,,0.010116645596415008
574,20/08/2019,"27,058.62","27,128.77","27,217.88","26,938.05",209.62M,-0.22%,27058.62,25.260109058150977,70,30,50,,,,,0.006171266675015108
575,21/08/2019,"27,352.94","27,058.03","27,352.94","27,043.28",363.97M,1.09%,27352.94,42.14523956728416,70,30,50,27352.94,,,,-0.0038963790509194407
576,22/08/2019,"27,629.66","27,352.94","27,650.89","27,352.94",272.60M,1.01%,27629.66,53.192316433039224,70,30,50,,,,,-0.0032168309448447063
577,23/08/2019,"27,800.17","27,629.66","27,849.25","27,624.27",339.62M,0.62%,27800.17,58.60401163710255,70,30,50,,,,,0.00015397005445461076
