open,high,low,close,volume
182.99,182.99,182.81,182.83,10987.0
182.74,183.0,182.72,182.99,16753.0
182.7,182.76,182.61,182.76,19107.0
182.66,182.88,182.61,182.71,36351.0
183.245,183.25,182.63,182.67,38890.0
183.22,183.3,183.2,183.225,14121.0
183.39,183.4,183.11,183.215,12158.0
183.125,183.45,183.08,183.4,27012.0
183.0,183.2,182.99,183.125,28743.0
183.28,183.28,183.0,183.02,47510.0
183.31,183.5,183.22,183.22,26764.0
183.49,183.49,183.16,183.4,33864.0
183.57,183.69,183.4,183.49,33897.0
183.71,183.8,183.47,183.55,25728.0
183.64,183.98,183.62,183.7,30163.0
183.57,183.64,183.35,183.63,38554.0
183.75,183.77,183.575,183.6,43122.0
184.04,184.19,183.75,183.75,64429.0
184.37,184.39,184.03,184.04,41779.0
184.11,184.48,183.02,184.37,75624.0
184.14,184.2,183.91,184.12,43023.0
183.88,184.17,183.82,184.15,86729.0
183.89,183.94,183.76,183.89,46216.0
183.68,183.9,183.67,183.9,55728.0
183.54,324.246,176.568,183.68,59499.0
183.55,311.852,178.478,183.53,38993.0
183.48,183.67,183.42,183.55,43108.0
183.5,183.51,183.1,183.49,58301.0
183.6,183.73,183.4,183.5,64175.0
183.29,183.6,182.95,183.6,98348.0
182.93,183.3,182.63,183.25,106414.0
182.87,182.96,182.81,182.92,42291.0
182.705,182.89,182.63,182.86,47326.0
182.56,182.73,182.5,182.72,39044.0
182.22,182.63,182.2,182.56,36634.0
182.31,182.5,182.2,182.25,48759.0
182.61,212.245,182.305,182.31,70864.0
182.37,211.655,182.29,182.62,68553.0
182.14,182.63,182.12,182.38,230822.0
182.56,182.66,182.0,182.15,6611416.0
182.78,182.92,182.54,182.54,3121848.0
182.86,182.97,182.58,182.765,2135484.0
182.81,182.89,182.39,182.86,1625936.0
182.93,183.19,182.6,182.82,1486281.0
182.74,183.0,182.65,182.94,1197191.0
182.27,182.91,182.22,182.74,1478225.0
182.105,182.43,182.1,182.251,938284.0
182.54,182.608,182.08,182.108,955543.0
181.88,182.59,181.802,182.531,1409168.0
182.54,182.73,181.875,181.88,1859969.0
183.184,183.25,182.5,182.54,1728026.0
182.94,183.49,182.86,183.198,1908843.0
182.42,183.0,182.35,182.95,1509489.0
181.36,182.56,181.251,182.425,1644735.0
181.72,182.1,181.2,181.34,1664763.0
181.89,181.99,181.55,181.73,947912.0
181.84,182.0,181.46,181.89,1246319.0
181.6,181.98,181.45,181.836,1173107.0
181.032,181.79,181.015,181.585,1311930.0
181.391,181.7,181.01,181.035,1245841.0
181.27,181.49,181.07,181.39,997094.0
180.219,181.3,180.21,181.255,1611268.0
180.76,180.97,180.21,180.21,1635771.0
180.784,180.87,180.45,180.761,1500517.0
181.89,181.97,180.74,180.8,1885571.0
182.23,182.45,181.81,181.881,1168305.0
182.08,182.36,181.894,182.21,1148135.0
181.45,182.35,181.45,182.098,1366354.0
181.84,181.89,181.13,181.46,1463188.0
181.92,182.68,181.5,181.84,2038982.0
181.5,188.979,181.5,181.94,1514623.0
180.89,181.63,180.83,181.49,1305369.0
181.833,181.949,180.77,180.9,2056603.0
